Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,appid,Date,Game_Name,Genre,price,windows,mac,linux
18-Aug,13706.55,-1342.64,-8.92%,22242,https://steamcharts.com/app/394360,394360,8/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Jul,15049.2,1203.0,8.69%,23800,https://steamcharts.com/app/394360,394360,7/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Jun,13846.19,752.97,5.75%,22219,https://steamcharts.com/app/394360,394360,6/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-May,13093.22,-680.47,-4.94%,25140,https://steamcharts.com/app/394360,394360,5/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Apr,13773.69,-2201.24,-13.78%,25933,https://steamcharts.com/app/394360,394360,4/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Mar,15974.93,4491.52,39.11%,37055,https://steamcharts.com/app/394360,394360,3/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Feb,11483.41,-186.89,-1.60%,21269,https://steamcharts.com/app/394360,394360,2/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Jan,11670.3,494.75,4.43%,20923,https://steamcharts.com/app/394360,394360,1/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Dec,11175.55,704.68,6.73%,19905,https://steamcharts.com/app/394360,394360,12/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Nov,10470.87,756.15,7.78%,19202,https://steamcharts.com/app/394360,394360,11/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Oct,9714.72,164.52,1.72%,18747,https://steamcharts.com/app/394360,394360,10/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Sep,9550.2,223.86,2.40%,20215,https://steamcharts.com/app/394360,394360,9/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Aug,9326.35,-684.49,-6.84%,15518,https://steamcharts.com/app/394360,394360,8/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Jul,10010.83,-166.47,-1.64%,16566,https://steamcharts.com/app/394360,394360,7/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Jun,10177.3,2195.43,27.51%,20160,https://steamcharts.com/app/394360,394360,6/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-May,7981.87,-207.6,-2.54%,14373,https://steamcharts.com/app/394360,394360,5/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Apr,8189.48,1014.58,14.14%,14022,https://steamcharts.com/app/394360,394360,4/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Mar,7174.9,352.36,5.16%,14404,https://steamcharts.com/app/394360,394360,3/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Feb,6822.54,-795.12,-10.44%,12256,https://steamcharts.com/app/394360,394360,2/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
17-Jan,7617.67,942.98,14.13%,13321,https://steamcharts.com/app/394360,394360,1/1/2017,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Dec,6674.69,1693.51,34.00%,13690,https://steamcharts.com/app/394360,394360,12/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Nov,4981.17,-349.41,-6.55%,9212,https://steamcharts.com/app/394360,394360,11/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Oct,5330.58,-529.49,-9.04%,9807,https://steamcharts.com/app/394360,394360,10/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Sep,5860.07,-408.42,-6.52%,10964,https://steamcharts.com/app/394360,394360,9/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Aug,6268.49,-2691.0,-30.04%,10376,https://steamcharts.com/app/394360,394360,8/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Jul,8959.48,-3366.58,-27.31%,15776,https://steamcharts.com/app/394360,394360,7/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-Jun,12326.07,12321.61,276542.65%,40623,https://steamcharts.com/app/394360,394360,6/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
16-May,4.46,2.1,89.49%,33,https://steamcharts.com/app/394360,394360,5/1/2016,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Sep,17285.8,1017.95,6.26%,38695,https://steamcharts.com/app/444200,444200,9/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Aug,16267.84,335.35,2.10%,33759,https://steamcharts.com/app/444200,444200,8/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Jul,15932.49,-713.57,-4.29%,30166,https://steamcharts.com/app/444200,444200,7/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Jun,16646.06,1157.19,7.47%,36625,https://steamcharts.com/app/444200,444200,6/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-May,15488.87,-1129.68,-6.80%,35191,https://steamcharts.com/app/444200,444200,5/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Apr,16618.55,-1251.59,-7.00%,36207,https://steamcharts.com/app/444200,444200,4/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Mar,17870.14,-844.22,-4.51%,36881,https://steamcharts.com/app/444200,444200,3/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Feb,18714.36,-777.18,-3.99%,36904,https://steamcharts.com/app/444200,444200,2/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Jan,19491.54,-2851.78,-12.76%,42806,https://steamcharts.com/app/444200,444200,1/1/2021,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Dec,22343.31,4168.73,22.94%,48471,https://steamcharts.com/app/444200,444200,12/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Nov,18174.59,3961.41,27.87%,37348,https://steamcharts.com/app/444200,444200,11/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Oct,14213.18,332.38,2.39%,32002,https://steamcharts.com/app/444200,444200,10/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Sep,13880.8,663.54,5.02%,29456,https://steamcharts.com/app/444200,444200,9/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Aug,13217.27,410.23,3.20%,31012,https://steamcharts.com/app/444200,444200,8/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Jul,12807.04,-1952.09,-13.23%,23842,https://steamcharts.com/app/444200,444200,7/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Jun,14759.13,-1827.76,-11.02%,29977,https://steamcharts.com/app/444200,444200,6/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-May,16586.89,-1630.78,-8.95%,33441,https://steamcharts.com/app/444200,444200,5/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Apr,18217.66,4717.27,34.94%,35866,https://steamcharts.com/app/444200,444200,4/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Mar,13500.4,1400.95,11.58%,29252,https://steamcharts.com/app/444200,444200,3/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Feb,12099.45,-2134.8,-15.00%,24948,https://steamcharts.com/app/444200,444200,2/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
20-Jan,14234.25,1579.04,12.48%,30161,https://steamcharts.com/app/444200,444200,1/1/2020,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Dec,12655.22,1869.11,17.33%,32114,https://steamcharts.com/app/444200,444200,12/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Nov,10786.1,-399.29,-3.57%,25176,https://steamcharts.com/app/444200,444200,11/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Oct,11185.4,1337.18,13.58%,29808,https://steamcharts.com/app/444200,444200,10/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Sep,9848.22,349.06,3.67%,23034,https://steamcharts.com/app/444200,444200,9/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Aug,9499.16,393.81,4.33%,20013,https://steamcharts.com/app/444200,444200,8/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Jul,9105.34,-1314.25,-12.61%,21595,https://steamcharts.com/app/444200,444200,7/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Jun,10419.59,889.45,9.33%,23804,https://steamcharts.com/app/444200,444200,6/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-May,9530.14,754.34,8.60%,26085,https://steamcharts.com/app/444200,444200,5/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Apr,8775.8,-631.96,-6.72%,21920,https://steamcharts.com/app/444200,444200,4/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Mar,9407.75,-365.19,-3.74%,19853,https://steamcharts.com/app/444200,444200,3/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Feb,9772.95,37.17,0.38%,21936,https://steamcharts.com/app/444200,444200,2/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
19-Jan,9735.77,-89.41,-0.91%,24280,https://steamcharts.com/app/444200,444200,1/1/2019,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Dec,9825.18,1377.01,16.30%,25340,https://steamcharts.com/app/444200,444200,12/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Nov,8448.17,-365.79,-4.15%,21327,https://steamcharts.com/app/444200,444200,11/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Oct,8813.96,1486.8,20.29%,25622,https://steamcharts.com/app/444200,444200,10/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Sep,7327.16,329.15,4.70%,14908,https://steamcharts.com/app/444200,444200,9/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Aug,6998.01,118.62,1.72%,14693,https://steamcharts.com/app/444200,444200,8/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Jul,6879.39,-644.19,-8.56%,16653,https://steamcharts.com/app/444200,444200,7/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Jun,7523.57,130.39,1.76%,15537,https://steamcharts.com/app/444200,444200,6/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-May,7393.19,36.47,0.50%,16999,https://steamcharts.com/app/444200,444200,5/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Apr,7356.72,-1355.24,-15.56%,16618,https://steamcharts.com/app/444200,444200,4/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Mar,8711.97,258.68,3.06%,19217,https://steamcharts.com/app/444200,444200,3/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Feb,8453.29,253.28,3.09%,19197,https://steamcharts.com/app/444200,444200,2/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
18-Jan,8200.01,952.98,13.15%,18190,https://steamcharts.com/app/444200,444200,1/1/2018,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Dec,7247.03,680.74,10.37%,16510,https://steamcharts.com/app/444200,444200,12/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Nov,6566.28,46.41,0.71%,13514,https://steamcharts.com/app/444200,444200,11/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Oct,6519.87,893.58,15.88%,15471,https://steamcharts.com/app/444200,444200,10/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Sep,5626.29,168.4,3.09%,11941,https://steamcharts.com/app/444200,444200,9/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Aug,5457.88,558.36,11.40%,12890,https://steamcharts.com/app/444200,444200,8/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Jul,4899.52,237.14,5.09%,8993,https://steamcharts.com/app/444200,444200,7/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Jun,4662.38,626.53,15.52%,10817,https://steamcharts.com/app/444200,444200,6/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-May,4035.85,-192.55,-4.55%,9518,https://steamcharts.com/app/444200,444200,5/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Apr,4228.4,-138.22,-3.17%,10079,https://steamcharts.com/app/444200,444200,4/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Mar,4366.62,-797.51,-15.44%,9746,https://steamcharts.com/app/444200,444200,3/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Feb,5164.13,515.6,11.09%,12924,https://steamcharts.com/app/444200,444200,2/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
17-Jan,4648.53,616.55,15.29%,11831,https://steamcharts.com/app/444200,444200,1/1/2017,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
16-Dec,4031.97,1218.79,43.32%,9989,https://steamcharts.com/app/444200,444200,12/1/2016,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
16-Nov,2813.18,1816.11,182.14%,8092,https://steamcharts.com/app/444200,444200,11/1/2016,World of Tanks Blitz,Action;Free to Play;Massively Multiplayer,0.0,True,True,False
21-Sep,20207.77,-1276.11,-5.94%,34974,https://steamcharts.com/app/221100,221100,9/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Aug,21483.87,2361.59,12.35%,35452,https://steamcharts.com/app/221100,221100,8/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Jul,19122.29,-99.02,-0.52%,32102,https://steamcharts.com/app/221100,221100,7/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Jun,19221.3,-2091.97,-9.82%,34348,https://steamcharts.com/app/221100,221100,6/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-May,21313.27,1690.69,8.62%,35936,https://steamcharts.com/app/221100,221100,5/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Apr,19622.58,-472.73,-2.35%,34882,https://steamcharts.com/app/221100,221100,4/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Mar,20095.31,-2129.16,-9.58%,34161,https://steamcharts.com/app/221100,221100,3/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Feb,22224.47,-4111.56,-15.61%,38533,https://steamcharts.com/app/221100,221100,2/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
21-Jan,26336.03,3524.05,15.45%,45236,https://steamcharts.com/app/221100,221100,1/1/2021,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Dec,22811.98,3449.2,17.81%,40337,https://steamcharts.com/app/221100,221100,12/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Nov,19362.78,909.1,4.93%,33979,https://steamcharts.com/app/221100,221100,11/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Oct,18453.68,-1441.99,-7.25%,30755,https://steamcharts.com/app/221100,221100,10/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Sep,19895.67,5916.66,42.33%,36728,https://steamcharts.com/app/221100,221100,9/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Aug,13979.0,-360.71,-2.52%,24446,https://steamcharts.com/app/221100,221100,8/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Jul,14339.71,342.83,2.45%,23958,https://steamcharts.com/app/221100,221100,7/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Jun,13996.88,-2332.09,-14.28%,24136,https://steamcharts.com/app/221100,221100,6/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-May,16328.97,-1175.31,-6.71%,35397,https://steamcharts.com/app/221100,221100,5/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Apr,17504.27,1976.85,12.73%,28096,https://steamcharts.com/app/221100,221100,4/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Mar,15527.42,-2211.59,-12.47%,27255,https://steamcharts.com/app/221100,221100,3/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Feb,17739.01,3007.3,20.41%,40545,https://steamcharts.com/app/221100,221100,2/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
20-Jan,14731.7,2170.67,17.28%,25661,https://steamcharts.com/app/221100,221100,1/1/2020,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Dec,12561.04,3594.89,40.09%,24254,https://steamcharts.com/app/221100,221100,12/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Nov,8966.15,-495.68,-5.24%,16330,https://steamcharts.com/app/221100,221100,11/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Oct,9461.83,813.6,9.41%,18461,https://steamcharts.com/app/221100,221100,10/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Sep,8648.24,-1188.38,-12.08%,16901,https://steamcharts.com/app/221100,221100,9/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Aug,9836.62,-817.61,-7.67%,18198,https://steamcharts.com/app/221100,221100,8/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Jul,10654.23,1995.93,23.05%,18792,https://steamcharts.com/app/221100,221100,7/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Jun,8658.3,1263.52,17.09%,16789,https://steamcharts.com/app/221100,221100,6/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-May,7394.78,755.62,11.38%,15139,https://steamcharts.com/app/221100,221100,5/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Apr,6639.16,1578.33,31.19%,13118,https://steamcharts.com/app/221100,221100,4/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
19-Mar,5060.83,198.78,4.09%,9641,https://steamcharts.com/app/221100,221100,3/1/2019,Dayz,Action;Adventure;Massively Multiplayer,33.99,True,False,False
